Order_ID,Customer_ID,Order_Date,Sales_Channel,Payment_Method,Order_Status,Shipping_Method,Promo_Code
O002126,C03767,2024-04-03,Marketplace,Bank Transfer,Completed,Standard,NONE
O002127,C03152,2025-12-28,Website,Cash on Delivery,Completed,Standard,NONE
O002128,C01326,2024-11-21,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O002129,C02736,2024-12-21,Website,Cash on Delivery,Completed,Standard,NONE
O002130,C05764,2025-10-13,Website,Cash on Delivery,Completed,Standard,NONE
O002131,C04393,2025-12-08,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002132,C01127,2025-12-19,Website,Card,Completed,Express,WELCOME10
O002133,C00608,2024-04-09,Mobile App,Card,Completed,Standard,NONE
O002134,C03652,2024-04-17,Mobile App,Cash on Delivery,Completed,Express,NONE
O002135,C04082,2024-08-07,Website,Bank Transfer,Completed,Standard,NONE
O002136,C00987,2025-10-25,Marketplace,Card,Completed,Standard,NONE
O002137,C01967,2025-06-28,Marketplace,Cash on Delivery,Completed,Standard,WELCOME10
O002138,C01494,2025-10-17,Mobile App,Bank Transfer,Completed,Standard,NONE
O002139,C00173,2024-03-30,Website,Card,Completed,Express,WELCOME10
O002140,C05568,2025-04-21,Website,Bank Transfer,Completed,Standard,NONE
O002141,C05324,2025-01-28,Marketplace,Bank Transfer,Completed,Standard,NONE
O002142,C03030,2024-11-20,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002143,C02658,2025-03-15,Marketplace,Card,Returned,Standard,NONE
O002144,C06231,2024-11-06,Mobile App,Cash on Delivery,Completed,Express,NONE
O002145,C03344,2025-08-13,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002146,C03776,2024-05-12,Website,Cash on Delivery,Completed,Express,SAVE15
O002147,C02922,2024-02-10,Website,Cash on Delivery,Completed,Standard,NONE
O002148,C05174,2025-12-23,Marketplace,Cash on Delivery,Completed,Same Day,NONE
O002149,C06163,2024-02-26,Mobile App,Card,Completed,Standard,NONE
O002150,C06264,2024-02-23,Website,Digital Wallet,Completed,Express,WELCOME10
O002151,C05649,2025-05-16,Mobile App,Digital Wallet,Completed,Standard,NONE
O002152,C04671,2024-11-13,Mobile App,Cash on Delivery,Returned,Express,NONE
O002153,C03022,2025-07-09,Marketplace,Card,Completed,Standard,NONE
O002154,C00704,2025-12-20,Website,Cash on Delivery,Completed,Standard,NONE
O002155,C05098,2025-08-02,Mobile App,Digital Wallet,Completed,Same Day,NONE
O002156,C01556,2025-05-23,Website,Digital Wallet,Completed,Standard,WELCOME10
O002157,C01800,2025-04-04,Website,Cash on Delivery,Completed,Standard,NONE
O002158,C04491,2025-01-22,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O002159,C03954,2024-08-23,Mobile App,Digital Wallet,Completed,Standard,FREESHIP
O002160,C03925,2024-07-13,Website,Cash on Delivery,Completed,Express,SAVE15
O002161,C05379,2024-12-28,Website,Digital Wallet,Cancelled,Same Day,NONE
O002162,C05898,2025-09-27,Marketplace,Cash on Delivery,Completed,Express,NONE
O002163,C03796,2024-09-21,Mobile App,Digital Wallet,Completed,Express,NONE
O002164,C02142,2024-01-18,Website,Card,Completed,Standard,FLASH20
O002165,C01126,2025-03-18,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002166,C04083,2025-12-07,Website,Bank Transfer,Completed,Standard,WELCOME10
O002167,C01265,2025-01-23,Mobile App,Card,Completed,Standard,NONE
O002168,C02718,2025-08-21,Mobile App,Digital Wallet,Returned,Standard,FLASH20
O002169,C02721,2025-07-15,Mobile App,Bank Transfer,Completed,Same Day,NONE
O002170,C00548,2025-04-28,Mobile App,Card,Completed,Standard,NONE
O002171,C05217,2025-09-10,Website,Digital Wallet,Completed,Standard,SAVE15
O002172,C03028,2025-11-02,Website,Digital Wallet,Completed,Standard,NONE
O002173,C03772,2025-06-30,Marketplace,Card,Completed,Standard,FREESHIP
O002174,C00187,2025-01-25,Marketplace,Card,Completed,Standard,NONE
O002175,C04529,2024-08-12,Marketplace,Digital Wallet,Completed,Standard,SAVE15
O002176,C01803,2024-03-18,Mobile App,Card,Completed,Standard,SAVE15
O002177,C03863,2025-11-11,Marketplace,Bank Transfer,Completed,Standard,SAVE15
O002178,C00748,2025-01-28,Mobile App,Digital Wallet,Completed,Standard,NONE
O002179,C05324,2025-12-23,Website,Cash on Delivery,Completed,Standard,NONE
O002180,C03644,2024-03-25,Mobile App,Card,Completed,Express,SAVE15
O002181,C06448,2024-03-05,Mobile App,Cash on Delivery,Completed,Same Day,FLASH20
O002182,C01299,2024-10-07,Website,Digital Wallet,Completed,Standard,FLASH20
O002183,C05360,2025-06-04,Marketplace,Card,Completed,Standard,NONE
O002184,C05179,2025-12-27,Marketplace,Cash on Delivery,Completed,Express,FLASH20
O002185,C05429,2025-11-24,Website,Digital Wallet,Completed,Same Day,NONE
O002186,C04584,2025-05-09,Marketplace,Card,Completed,Standard,SAVE15
O002187,C03523,2025-12-25,Website,Card,Completed,Standard,NONE
O002188,C02284,2025-11-22,Website,Cash on Delivery,Completed,Standard,NONE
O002189,C01085,2025-10-04,Website,Cash on Delivery,Completed,Standard,WELCOME10
O002190,C01977,2025-06-05,Website,Digital Wallet,Completed,Express,NONE
O002191,C00757,2024-11-05,Website,Cash on Delivery,Completed,Express,NONE
O002192,C00095,2024-03-29,Mobile App,Bank Transfer,Completed,Standard,NONE
O002193,C03162,2024-10-24,Website,Digital Wallet,Completed,Standard,NONE
O002194,C05195,2025-08-07,Mobile App,Cash on Delivery,Completed,Express,FREESHIP
O002195,C04428,2025-05-26,Mobile App,Card,Completed,Same Day,FREESHIP
O002196,C06042,2024-09-20,Website,Cash on Delivery,Completed,Express,SAVE15
O002197,C05897,2025-07-11,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O002198,C04520,2025-12-25,Mobile App,Cash on Delivery,Cancelled,Standard,FLASH20
O002199,C04089,2024-08-23,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002200,C01569,2024-02-14,Marketplace,Cash on Delivery,completed,Express,NONE
O002201,C00562,2025-07-05,Website,Card,Completed,Standard,NONE
O002202,C06032,2024-04-12,Marketplace,Card,Completed,Standard,SAVE15
O002203,C05664,2025-02-05,Website,Cash on Delivery,Completed,Standard,FREESHIP
O002204,C00948,2025-05-30,Mobile App,Card,Completed,Standard,NONE
O002205,C02295,2025-12-29,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002206,C03567,2024-09-01,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O002207,C02927,2025-01-17,Marketplace,Cash on Delivery,Completed,Standard,FLASH20
O002208,C04767,2025-10-21,Website,Digital Wallet,Completed,Standard,SAVE15
O002209,C00731,2024-02-16,Website,Card,Returned,Standard,WELCOME10
O002210,C00421,2025-07-21,Website,Bank Transfer,Cancelled,Standard,NONE
O002211,C00562,2025-08-19,Marketplace,Cash on Delivery,Completed,Same Day,WELCOME10
O002212,C04606,2024-10-27,Website,Card,Completed,Express,FLASH20
O002213,C02790,2024-07-27,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002214,C00986,2024-02-28,Website,Bank Transfer,Completed,Same Day,NONE
O002215,C06436,2024-03-19,Website,Bank Transfer,Completed,Same Day,NONE
O002216,C06442,2024-09-11,Marketplace,Cash on Delivery,Completed,Express,SAVE15
O002217,C02309,2025-04-28,Mobile App,Digital Wallet,Returned,Same Day,NONE
O002218,C02759,2024-05-28,Mobile App,Card,Completed,Standard,NONE
O002219,C01003,2025-11-22,Mobile App,Digital Wallet,Completed,Express,NONE
O002220,C05253,2025-03-06,Website,Card,Completed,Standard,NONE
O002221,C03583,2024-12-03,Marketplace,Card,Cancelled,Standard,WELCOME10
O002222,C00129,2025-12-16,Website,Card,Completed,Same Day,SAVE15
O002223,C03100,2024-11-17,Mobile App,Card,Completed,Standard,FREESHIP
O002224,C05071,2024-10-06,Mobile App,Bank Transfer,Completed,Standard,NONE
O002225,C01247,2025-01-21,Mobile App,Bank Transfer,Completed,Express,SAVE15
O002226,C02187,2025-12-29,Mobile App,Bank Transfer,Completed,Standard,NONE
O002227,C05886,2025-11-15,Marketplace,Cash on Delivery,Cancelled,Standard,NONE
O002228,C00863,2024-11-12,Mobile App,Digital Wallet,Returned,Express,NONE
O002229,C03662,2025-11-27,Website,Card,Completed,Standard,NONE
O002230,C02837,2025-06-26,Website,Cash on Delivery,Completed,Express,FREESHIP
O002231,C04901,2024-08-11,Website,Cash on Delivery,Completed,Express,FREESHIP
O002232,C01410,2025-01-17,Mobile App,Digital Wallet,Cancelled,Standard,NONE
O002233,C00518,2025-10-01,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O002234,C02053,2025-12-19,Website,Cash on Delivery,Completed,Standard,WELCOME10
O002235,C03276,2024-04-20,Website,Card,Completed,Standard,FREESHIP
O002236,C00491,2024-04-01,Mobile App,Bank Transfer,Completed,Standard,SAVE15
O002237,C06494,2024-03-06,Marketplace,Card,Completed,Standard,SAVE15
O002238,C03361,2024-03-14,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002239,C05297,2025-12-18,Website,Cash on Delivery,Completed,Standard,FREESHIP
O002240,C05185,2024-04-24,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002241,C02949,2024-07-20,Website,Cash on Delivery,Completed,Express,WELCOME10
O002242,C03561,2025-11-21,Mobile App,Digital Wallet,Completed,Standard,NONE
O002243,C00579,2024-12-06,Mobile App,Digital Wallet,Completed,Standard,NONE
O002244,C00596,2024-03-14,Website,Digital Wallet,Completed,Standard,NONE
O002245,C02684,2024-04-17,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O002246,C02860,2025-07-16,Mobile App,Card,Completed,Express,NONE
O002247,C00724,2025-08-13,Mobile App,Card,Completed,Standard,NONE
O002248,C00548,2025-12-08,Marketplace,Cash on Delivery,Completed,Express,NONE
O002249,C05867,2025-08-17,Website,Card,Completed,Same Day,NONE
O002250,C04037,2024-08-05,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002251,C01372,2024-09-19,Website,Card,Completed,Standard,NONE
O002252,C04142,2025-01-21,Mobile App,Digital Wallet,Completed,Standard,NONE
O002253,C05626,2024-06-25,Website,Digital Wallet,Completed,Standard,SAVE15
O002254,C00973,2025-02-08,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002255,C00674,2025-09-17,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002256,C00895,2024-02-26,Mobile App,Digital Wallet,Completed,Standard,NONE
O002257,C04759,2025-04-21,Mobile App,Digital Wallet,Completed,Standard,NONE
O002258,C04507,2025-10-24,Website,Cash on Delivery,Cancelled,Standard,FREESHIP
O002259,C06398,2025-10-23,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002260,C01489,2024-07-08,Website,Cash on Delivery,Completed,Standard,NONE
O002261,C00254,2024-07-07,Website,Card,Completed,Standard,NONE
O002262,C03323,2024-03-17,Website,Card,Completed,Standard,NONE
O002263,C06465,2024-10-31,Mobile App,Digital Wallet,Cancelled,Standard,FREESHIP
O002264,C02305,2025-02-27,Website,Cash on Delivery,Completed,Standard,SAVE15
O002265,C05087,2024-03-27,Website,Cash on Delivery,Completed,Express,FREESHIP
O002266,C00896,2024-08-11,Website,Cash on Delivery,Completed,Express,NONE
O002267,C01980,2024-04-15,Website,Card,Completed,Express,NONE
O002268,C05637,2024-12-05,Website,Digital Wallet,Completed,Standard,WELCOME10
O002269,C04652,2024-08-19,Website,Card,Completed,Express,NONE
O002270,C05868,2025-02-18,Mobile App,Bank Transfer,Completed,Standard,NONE
O002271,C00808,2025-08-19,Marketplace,Card,Completed,Express,NONE
O002272,C02952,2024-03-04,Website,Bank Transfer,Completed,Standard,NONE
O002273,C00827,2025-06-12,Mobile App,Cash on Delivery,Completed,Express,NONE
O002274,C03719,2024-05-07,Website,Digital Wallet,Completed,Standard,FREESHIP
O002275,C00235,2024-11-10,Mobile App,Cash on Delivery,Completed,Express,WELCOME10
O002276,C04213,2024-06-07,Website,Cash on Delivery,Completed,Standard,NONE
O002277,C03306,2025-06-30,Mobile App,Card,Completed,Standard,NONE
O002278,C00958,2024-03-13,Website,Cash on Delivery,Completed,Express,NONE
O002279,C05725,2024-02-06,Website,Cash on Delivery,Completed,Standard,FREESHIP
O002280,C05204,2025-05-07,Mobile App,Digital Wallet,Completed,Standard,NONE
O002281,C01784,2024-11-30,Website,Card,Completed,Express,FREESHIP
O002282,C03410,2024-07-20,Marketplace,Card,Completed,Standard,NONE
O002283,C04003,2025-12-08,Website,Cash on Delivery,Returned,Standard,NONE
O002284,C05827,2024-07-24,Website,Card,Completed,Express,NONE
O002285,C02053,2025-08-04,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O002286,C05215,2025-08-04,Website,Digital Wallet,Completed,Standard,FREESHIP
O002287,C01861,2024-12-04,Website,Cash on Delivery,Completed,Standard,NONE
O002288,C04035,2024-07-30,Mobile App,Cash on Delivery,Cancelled,Standard,NONE
O002289,C00390,2025-05-03,Marketplace,Digital Wallet,Completed,Express,NONE
O002290,C02831,2024-11-19,Website,Card,Completed,Express,NONE
O002291,C00355,2025-10-18,Mobile App,Cash on Delivery,Returned,Standard,SAVE15
O002292,C03239,2024-09-15,Website,Card,Completed,Standard,NONE
O002293,C03427,2024-12-28,Mobile App,Digital Wallet,Completed,Standard,NONE
O002294,C00140,2024-02-18,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002295,C02136,2025-01-21,Marketplace,Card,Completed,Standard,SAVE15
O002296,C05651,2025-05-16,Website,Digital Wallet,Completed,Express,NONE
O002297,C00798,2025-05-05,Website,Card,Completed,Express,FREESHIP
O002298,C04205,2024-12-11,Website,Cash on Delivery,Completed,Express,SAVE15
O002299,C02250,2025-03-21,Mobile App,Bank Transfer,Completed,Same Day,NONE
O002300,C02316,2024-09-29,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O002301,C03504,2025-06-12,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O002302,C06238,2025-11-24,Website,Card,Completed,Standard,FREESHIP
O002303,C02316,2024-12-26,Mobile App,Digital Wallet,Completed,Standard,NONE
O002304,C03088,2025-06-17,Mobile App,Cash on Delivery,Completed,Express,FREESHIP
O002305,C01563,2024-12-03,Website,Card,Completed,Express,FREESHIP
O002306,C06088,2024-09-27,Website,Digital Wallet,Completed,Standard,NONE
O002307,C02830,2025-06-22,Website,Card,Completed,Express,FREESHIP
O002308,C01917,2025-07-10,Marketplace,Card,Completed,Standard,WELCOME10
O002309,C01762,2025-02-05,Website,Cash on Delivery,Completed,Standard,SAVE15
O002310,C06118,2024-11-16,Mobile App,Bank Transfer,Completed,Same Day,NONE
O002311,C05288,2024-12-29,Marketplace,Cash on Delivery,Completed,Standard,WELCOME10
O002312,C01801,2025-08-24,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002313,C04429,2025-08-23,Website,Bank Transfer,Completed,Standard,WELCOME10
O002314,C04434,2025-12-06,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O002315,C00563,2024-12-21,Website,Card,Completed,Standard,WELCOME10
O002316,C06223,2024-02-15,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O002317,C01243,2024-05-28,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002318,C03261,2024-10-04,Marketplace,Card,Completed,Express,NONE
O002319,C00710,2024-07-22,Website,Digital Wallet,Completed,Express,NONE
O002320,C05823,2025-02-16,Website,Card,Completed,Standard,NONE
O002321,C01211,2025-11-18,Mobile App,Cash on Delivery,Completed,Express,SAVE15
O002322,C01491,2024-07-06,Mobile App,Bank Transfer,Completed,Standard,WELCOME10
O002323,C04839,2025-07-25,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O002324,C06375,2025-02-16,Mobile App,Digital Wallet,Completed,Standard,NONE
O002325,C00335,2025-09-01,Mobile App,Digital Wallet,Completed,Standard,NONE
O002326,C04597,2025-03-03,Website,Cash on Delivery,Cancelled,Standard,NONE
O002327,C02875,2024-12-20,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O002328,C05553,2025-09-17,Mobile App,Card,Completed,Standard,WELCOME10
O002329,C00726,2024-04-21,Website,Card,Completed,Same Day,FREESHIP
O002330,C00795,2025-03-06,Website,Digital Wallet,Completed,Standard,NONE
O002331,C03001,2024-02-09,Website,Card,Completed,Same Day,NONE
O002332,C00745,2024-09-26,Mobile App,Card,Completed,Express,NONE
O002333,C03208,2025-03-28,Website,Card,Completed,Standard,FREESHIP
O002334,C06054,2024-10-03,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002335,C01227,2024-11-23,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002336,C02830,2024-08-26,Website,Digital Wallet,Completed,Standard,FLASH20
O002337,C03374,2024-07-30,Website,Bank Transfer,Completed,Standard,NONE
O002338,C00963,2024-09-04,Website,Card,Completed,Standard,NONE
O002339,C03649,2025-10-23,Website,Cash on Delivery,Completed,Standard,FLASH20
O002340,C03537,2024-03-30,Marketplace,Bank Transfer,Completed,Standard,WELCOME10
O002341,C05021,2024-03-21,Mobile App,Card,Completed,Standard,NONE
O002342,C05580,2025-03-03,Mobile App,Cash on Delivery,Completed,Express,NONE
O002343,C04559,2025-10-19,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O002344,C02949,2024-12-04,Website,Cash on Delivery,Completed,Standard,NONE
O002345,C01908,2025-09-05,Website,Bank Transfer,Completed,Same Day,NONE
O002346,C00578,2024-08-21,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002347,C00667,2024-11-27,Marketplace,Digital Wallet,Completed,Same Day,WELCOME10
O002348,C06043,2025-06-12,Website,Card,Completed,Standard,NONE
O002349,C03897,2025-01-24,Mobile App,Card,Completed,Standard,NONE
O002350,C05903,2024-12-10,Website,Digital Wallet,Completed,Standard,NONE
O002351,C04442,2024-12-15,Website,Cash on Delivery,Completed,Standard,NONE
O002352,C00443,2025-03-21,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O002353,C03978,2025-07-03,Mobile App,Card,Completed,Standard,NONE
O002354,C03011,2024-09-20,Website,Card,Completed,Express,NONE
O002355,C05684,2024-02-18,Website,Digital Wallet,Completed,Standard,NONE
O002356,C02076,2025-11-14,Marketplace,Card,Completed,Standard,FLASH20
O002357,C02713,2025-03-21,Marketplace,Card,Completed,Standard,NONE
O002358,C04226,2025-07-29,Mobile App,Card,Cancelled,Standard,SAVE15
O002359,C01385,2024-02-13,Website,Cash on Delivery,Completed,Standard,FLASH20
O002360,C02542,2024-11-18,Website,Card,Completed,Standard,NONE
O002361,C04786,2025-04-28,Mobile App,Cash on Delivery,Returned,Express,NONE
O002362,C02854,2024-07-12,Website,Cash on Delivery,Completed,Standard,FREESHIP
O002363,C03665,2025-10-20,Mobile App,Bank Transfer,Completed,Standard,NONE
O002364,C02424,2025-01-26,Website,Cash on Delivery,Completed,Standard,NONE
O002365,C04233,2024-08-18,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O002366,C06477,2025-09-10,Mobile App,Card,Completed,Standard,FLASH20
O002367,C04496,2024-04-07,Website,Card,Completed,Standard,NONE
O002368,C00228,2024-09-26,Mobile App,Digital Wallet,Completed,Express,FLASH20
O002369,C05246,2024-02-18,Website,Cash on Delivery,Completed,Standard,NONE
O002370,C00547,2024-04-19,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002371,C04404,2025-04-24,Website,Digital Wallet,Cancelled,Standard,FLASH20
O002372,C01442,2024-10-27,Website,Digital Wallet,Completed,Express,FREESHIP
O002373,C05388,2024-08-25,Mobile App,Digital Wallet,Completed,Standard,NONE
O002374,C05823,2025-04-29,Mobile App,Card,Completed,Standard,NONE
O002375,C02382,2025-08-17,Mobile App,Card,Completed,Standard,WELCOME10
O002376,C02133,2025-01-05,Website,Card,Completed,Express,FREESHIP
O002377,C03649,2024-03-25,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002378,C02074,2024-09-04,Website,Card,Completed,Standard,SAVE15
O002379,C00930,2024-01-24,Website,Cash on Delivery,Cancelled,Standard,FLASH20
O002380,C03032,2024-10-04,Website,Digital Wallet,Completed,Express,NONE
O002381,C03288,2024-06-23,Website,Card,Completed,Standard,SAVE15
O002382,C01678,2024-11-21,Website,Card,Cancelled,Standard,NONE
O002383,C03767,2024-02-19,Website,Card,Completed,Same Day,WELCOME10
O002384,C02712,2024-12-20,Website,Card,Completed,Standard,NONE
O002385,C03879,2024-04-25,Website,Card,Completed,Same Day,WELCOME10
O002386,C06284,2024-03-27,Mobile App,Digital Wallet,Completed,Standard,NONE
O002387,C02196,2024-02-26,Marketplace,Digital Wallet,Completed,Same Day,FREESHIP
O002388,C05211,2025-12-27,Mobile App,Cash on Delivery,Returned,Standard,NONE
O002389,C03380,2025-06-14,Mobile App,Digital Wallet,Completed,Express,NONE
O002390,C00727,2025-04-23,Website,Bank Transfer,Completed,Standard,FREESHIP
O002391,C02137,2024-11-26,Website,Bank Transfer,Returned,Standard,FLASH20
O002392,C01126,2025-04-18,Website,Card,Completed,Standard,NONE
O002393,C06432,2025-12-26,Website,Digital Wallet,Completed,Standard,SAVE15
O002394,C04822,2025-09-29,Website,Cash on Delivery,Completed,Standard,NONE
O002395,C04454,2025-12-05,Mobile App,Bank Transfer,Completed,Standard,NONE
O002396,C05118,2024-10-31,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O002397,C04606,2025-01-31,Website,Digital Wallet,Completed,Express,FREESHIP
O002398,C00196,2025-08-27,Marketplace,Digital Wallet,Completed,Standard,NONE
O002399,C02729,2024-07-04,Mobile App,Digital Wallet,Completed,Express,FREESHIP
O002400,C01275,2024-01-11,Website,Cash on Delivery,Completed,Standard,NONE
O002401,C06278,2025-08-04,Website,Cash on Delivery,Completed,Same Day,NONE
O002402,C01956,2025-04-04,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002403,C05433,2025-10-24,Website,Digital Wallet,Completed,Express,FLASH20
O002404,C06473,2025-01-30,Marketplace,Card,Completed,Express,NONE
O002405,C02366,2025-06-11,Website,Digital Wallet,Completed,Standard,FLASH20
O002406,C03013,2024-10-18,Mobile App,Card,Completed,Express,NONE
O002407,C00718,2024-10-14,Website,Cash on Delivery,Completed,Standard,NONE
O002408,C00113,2025-07-04,Mobile App,Cash on Delivery,Cancelled,Standard,FREESHIP
O002409,C00388,2024-11-08,Mobile App,Card,Completed,Same Day,NONE
O002410,C05464,2024-03-14,Website,Bank Transfer,Completed,Standard,FLASH20
O002411,C06243,2024-08-17,Mobile App,Card,Completed,Express,NONE
O002412,C06104,2025-12-26,Mobile App,Card,Completed,Standard,FREESHIP
O002413,C04334,2024-12-16,Website,Cash on Delivery,Completed,Standard,FLASH20
O002414,C01203,2024-08-06,Website,Digital Wallet,Completed,Standard,NONE
O002415,C03472,2024-03-30,Mobile App,Cash on Delivery,Completed,Express,NONE
O002416,C06252,2025-02-07,Website,Card,Completed,Standard,NONE
O002417,C00975,2024-12-21,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O002418,C02374,2025-11-12,Mobile App,Cash on Delivery,Cancelled,Same Day,NONE
O002419,C03993,2024-06-24,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002420,C04791,2025-10-29,Mobile App,Digital Wallet,Completed,Express,WELCOME10
O002421,C05104,2025-12-08,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O002422,C00717,2024-02-02,Website,Cash on Delivery,Completed,Standard,FREESHIP
O002423,C04536,2025-03-30,Mobile App,Digital Wallet,Completed,Standard,NONE
O002424,C03534,2024-12-09,Website,Digital Wallet,Completed,Standard,NONE
O002425,C06223,2024-04-09,Website,Digital Wallet,Cancelled,Standard,FREESHIP
O002426,C01815,2025-11-13,Website,Digital Wallet,Completed,Express,SAVE15
O002427,C02336,2025-04-04,Website,Card,Completed,Standard,FLASH20
O002428,C03302,2024-05-18,Marketplace,Card,Completed,Standard,NONE
O002429,C05243,2025-12-07,Website,Digital Wallet,Cancelled,Standard,NONE
O002430,C00123,2024-09-27,Mobile App,Digital Wallet,Completed,Standard,SAVE15
O002431,C05571,2024-10-16,Website,Card,Cancelled,Express,NONE
O002432,C02522,2024-10-16,Website,Digital Wallet,Completed,Standard,NONE
O002433,C02743,2024-03-19,Marketplace,Digital Wallet,Cancelled,Standard,NONE
O002434,C02732,2024-07-23,Marketplace,Digital Wallet,Completed,Standard,NONE
O002435,C03560,2024-10-12,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002436,C02464,2025-10-31,Mobile App,Card,Completed,Express,FREESHIP
O002437,C06472,2025-10-31,Website,Cash on Delivery,Completed,Standard,FREESHIP
O002438,C06375,2024-08-06,Mobile App,Bank Transfer,Completed,Express,NONE
O002439,C04620,2024-12-24,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002440,C03611,2024-10-02,Marketplace,Bank Transfer,Completed,Standard,NONE
O002441,C05827,2025-02-12,Website,Bank Transfer,Completed,Standard,NONE
O002442,C05834,2025-10-09,Mobile App,Digital Wallet,Completed,Standard,NONE
O002443,C03751,2025-05-28,Website,Bank Transfer,Completed,Standard,NONE
O002444,C00397,2025-10-24,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002445,C05432,2024-09-04,Website,Cash on Delivery,Completed,Standard,NONE
O002446,C01211,2024-04-27,Website,Card,Completed,Standard,NONE
O002447,C03315,2024-07-14,Mobile App,Bank Transfer,Completed,Express,FREESHIP
O002448,C01189,2025-08-13,Mobile App,Bank Transfer,Completed,Standard,FREESHIP
O002449,C01565,2024-12-09,Website,Card,Completed,Standard,NONE
O002450,C06140,2024-08-11,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002451,C05326,2024-04-24,Website,Bank Transfer,Completed,Standard,NONE
O002452,C01306,2025-02-04,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O002453,C04414,2025-04-19,Website,Cash on Delivery,Completed,Standard,NONE
O002454,C06156,2025-06-27,Mobile App,Digital Wallet,Completed,Standard,SAVE15
O002455,C01463,2024-10-10,Website,Cash on Delivery,Completed,Standard,WELCOME10
O002456,C01846,2025-08-02,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O002457,C00010,2025-09-17,Mobile App,Bank Transfer,Completed,Express,NONE
O002458,C05152,2024-07-03,Website,Card,Completed,Standard,NONE
O002459,C00029,2024-10-17,Mobile App,Card,Completed,Standard,NONE
O002460,C04833,2025-11-25,Website,Bank Transfer,Completed,Standard,SAVE15
O002461,C00709,2025-12-01,Website,Cash on Delivery,Completed,Standard,NONE
O002462,C00284,2024-02-07,Mobile App,Digital Wallet,Completed,Standard,NONE
O002463,C00661,2024-11-05,Mobile App,Card,Returned,Express,NONE
O002464,C02017,2024-06-12,Mobile App,Cash on Delivery,Returned,Standard,NONE
O002465,C01390,2024-03-17,Website,Card,Completed,Standard,FREESHIP
O002466,C02790,2024-03-14,Website,Cash on Delivery,Completed,Standard,NONE
O002467,C02529,2024-08-11,Website,Bank Transfer,Completed,Standard,SAVE15
O002468,C05044,2025-07-30,Website,Digital Wallet,Completed,Express,FREESHIP
O002469,C03929,2024-04-04,Website,Card,Completed,Standard,NONE
O002470,C03664,2024-11-14,Website,Card,Completed,Standard,FREESHIP
O002471,C01722,2024-02-22,Mobile App,Digital Wallet,Completed,Express,NONE
O002472,C01081,2024-09-29,Marketplace,Bank Transfer,Completed,Express,NONE
O002473,C03321,2025-11-28,Mobile App,Digital Wallet,Completed,Standard,NONE
O002474,C06166,2024-11-01,Mobile App,Digital Wallet,Completed,Express,SAVE15
O002475,C01405,2024-10-11,Marketplace,Digital Wallet,Completed,Standard,SAVE15
O002476,C06320,2024-12-08,Marketplace,Digital Wallet,Completed,Standard,FREESHIP
