Line_ID,Order_ID,Product_ID,Quantity,Unit_Price,Unit_Cost,Discount_Pct
L0008161,O003900,P0076,2,7240.0,4550.0,0.25
L0008162,O003900,P0097,2,1250.0,680.0,0.2
L0008163,O003901,P0137,1,2630.0,1960.0,0.3
L0008164,O003902,P0008,1,12840.0,9240.0,0.05
L0008165,O003902,P0143,1,4380.0,2400.0,0.0
L0008166,O003902,P0093,2,8170.0,4790.0,0.0
L0008167,O003902,P0227,2,12420.0,9180.0,0.0
L0008168,O003902,P0089,3,1790.0,1310.0,0.2
L0008169,O003903,P0147,1,11410.0,7880.0,0.3
L0008170,O003904,P0073,2,2710.0,1640.0,0.3
L0008171,O003904,P0108,1,6640.0,4960.0,0.0
L0008172,O003904,P0065,3,1460.0,990.0,0.15
L0008173,O003904,P0190,3,13350.0,10040.0,0.2
L0008174,O003905,P0214,2,220.0,160.0,0.0
L0008175,O003906,P0166,2,630.0,370.0,0.0
L0008176,O003907,P0190,1,13350.0,10040.0,0.05
L0008177,O003908,P0181,2,24930.0,15700.0,0.25
L0008178,O003908,P0167,1,9220.0,5370.0,0.2
L0008179,O003909,P0043,1,1000.0,550.0,0.05
L0008180,O003909,P0024,1,28320.0,21230.0,0.1
L0008181,O003910,P0118,1,5520.0,2770.0,0.0
L0008182,O003910,P0132,1,860.0,510.0,0.1
L0008183,O003910,P0149,2,1260.0,610.0,0.0
L0008184,O003911,P0076,2,7240.0,4550.0,0.0
L0008185,O003912,P0059,1,8700.0,6480.0,0.25
L0008186,O003913,P0057,1,2210.0,1380.0,0.0
L0008187,O003913,P0042,1,14360.0,10000.0,0.15
L0008188,O003913,P0174,1,900.0,630.0,0.0
L0008189,O003914,P0041,1,11910.0,8880.0,0.0
L0008190,O003915,P0240,2,5790.0,4180.0,0.0
L0008191,O003916,P0225,1,1960.0,1460.0,0.0
L0008192,O003917,P0014,1,113630.0,55050.0,0.2
L0008193,O003917,P0136,1,2010.0,1400.0,0.0
L0008194,O003917,P0227,1,12420.0,9180.0,0.0
L0008195,O003918,P0108,1,6640.0,4960.0,0.1
L0008196,O003918,P0041,2,11910.0,8880.0,0.0
L0008197,O003918,P0133,1,6110.0,3980.0,0.15
L0008198,O003918,P0053,1,6860.0,3350.0,0.0
L0008199,O003919,P0089,1,1790.0,1310.0,0.15
L0008200,O003920,P0170,1,6790.0,4260.0,0.2
L0008201,O003920,P0226,2,660.0,480.0,0.0
L0008202,O003920,P0114,1,1460.0,960.0,0.0
L0008203,O003921,P0061,1,2140.0,1570.0,0.0
L0008204,O003921,P0230,1,560.0,340.0,0.0
L0008205,O003922,P0075,1,960.0,490.0,0.2
L0008206,O003923,P0062,1,3370.0,1820.0,0.0
L0008207,O003923,P0125,1,8820.0,4670.0,0.0
L0008208,O003924,P0231,1,5790.0,3440.0,0.0
L0008209,O003924,P0099,1,15010.0,11350.0,0.1
L0008210,O003925,P0213,1,760.0,580.0,0.0
L0008211,O003926,P0204,1,13130.0,8090.0,0.2
L0008212,O003926,P0139,1,700.0,400.0,0.0
L0008213,O003926,P0016,1,13180.0,7470.0,0.3
L0008214,O003927,P0196,1,2140.0,1370.0,0.3
L0008215,O003928,P0219,1,1620.0,800.0,0.0
L0008216,O003929,P0119,3,750.0,370.0,0.0
L0008217,O003930,P0180,1,8840.0,4720.0,0.05
L0008218,O003930,P0217,1,2370.0,1200.0,0.15
L0008219,O003931,P0016,1,13180.0,7470.0,0.1
L0008220,O003931,P0208,1,680.0,380.0,0.0
L0008221,O003932,P0162,1,760.0,410.0,0.3
L0008222,O003932,P0183,2,21710.0,11070.0,0.0
L0008223,O003932,P0206,1,260.0,190.0,0.15
L0008224,O003933,P0159,1,4960.0,3700.0,0.0
L0008225,O003934,P0079,1,3020.0,2060.0,0.0
L0008226,O003934,P0120,1,11790.0,6150.0,0.1
L0008227,O003934,P0231,1,5790.0,3440.0,0.2
L0008228,O003935,P0180,1,8840.0,4720.0,0.0
L0008229,O003935,P0029,1,22780.0,11070.0,0.1
L0008230,O003935,P0174,2,900.0,630.0,0.0
L0008231,O003935,P0165,3,1570.0,910.0,0.05
L0008232,O003936,P0194,1,1160.0,680.0,0.25
L0008233,O003936,P0019,1,53690.0,30970.0,0.0
L0008234,O003937,P0186,1,19140.0,10540.0,0.25
L0008235,O003937,P0041,1,11910.0,8880.0,0.0
L0008236,O003938,P0192,1,5100.0,2820.0,0.2
L0008237,O003938,P0211,1,650.0,420.0,0.0
L0008238,O003938,P0073,2,2710.0,1640.0,0.05
L0008239,O003939,P0043,1,1000.0,550.0,0.3
L0008240,O003939,P0058,1,1590.0,1190.0,0.05
L0008241,O003939,P0227,1,12420.0,9180.0,0.0
L0008242,O003939,P0081,1,7410.0,4090.0,0.25
L0008243,O003940,P0076,1,7240.0,4550.0,0.1
L0008244,O003941,P0164,1,8790.0,6610.0,0.05
L0008245,O003941,P0159,1,4960.0,3700.0,0.15
L0008246,O003942,P0131,1,8350.0,5410.0,0.25
L0008247,O003942,P0187,1,22240.0,12390.0,0.0
L0008248,O003942,P0017,1,109370.0,81290.0,0.3
L0008249,O003942,P0197,2,790.0,520.0,0.1
L0008250,O003943,P0169,1,32480.0,18760.0,0.15
L0008251,O003944,P0051,1,3620.0,1890.0,0.05
L0008252,O003945,P0087,1,830.0,550.0,0.0
L0008253,O003945,P0204,1,13130.0,8090.0,0.05
L0008254,O003946,P0187,1,22240.0,12390.0,0.0
L0008255,O003946,P0211,4,650.0,420.0,0.0
L0008256,O003947,P0016,1,13180.0,7470.0,0.0
L0008257,O003948,P0105,1,12140.0,8640.0,0.15
L0008258,O003949,P0149,1,1260.0,610.0,0.0
L0008259,O003949,P0015,1,69330.0,49060.0,0.0
L0008260,O003949,P0118,2,5520.0,2770.0,0.0
L0008261,O003950,P0199,2,3120.0,2320.0,0.0
L0008262,O003950,P0079,1,3020.0,2060.0,0.15
L0008263,O003950,P0169,2,32480.0,18760.0,0.0
L0008264,O003951,P0058,2,1590.0,1190.0,0.3
L0008265,O003951,P0208,2,680.0,380.0,0.3
L0008266,O003951,P0166,1,630.0,370.0,0.0
L0008267,O003952,P0148,1,890.0,450.0,0.05
L0008268,O003953,P0120,3,11790.0,6150.0,0.1
L0008269,O003954,P0100,2,1860.0,920.0,0.0
L0008270,O003955,P0085,1,970.0,550.0,0.2
L0008271,O003956,P0188,3,32140.0,23880.0,0.3
L0008272,O003956,P0072,1,10350.0,7730.0,0.0
L0008273,O003957,P0149,1,1260.0,610.0,0.2
L0008274,O003957,P0077,2,860.0,550.0,0.0
L0008275,O003957,P0012,1,5070.0,2940.0,0.15
L0008276,O003958,P0218,1,1080.0,740.0,0.3
L0008277,O003959,P0084,2,1760.0,1230.0,0.05
L0008278,O003960,P0200,1,11250.0,6080.0,0.25
L0008279,O003960,P0016,1,13180.0,7470.0,0.0
L0008280,O003961,P0041,2,11910.0,8880.0,0.05
L0008281,O003961,P0127,1,420.0,240.0,0.3
L0008282,O003961,P0222,2,10760.0,6200.0,0.1
L0008283,O003962,P0135,1,5580.0,4050.0,0.2
L0008284,O003963,P0197,3,790.0,520.0,0.0
L0008285,O003963,P0005,1,11870.0,6740.0,0.2
L0008286,O003963,P0008,1,12840.0,9240.0,0.2
L0008287,O003964,P0159,1,4960.0,3700.0,0.15
L0008288,O003964,P0051,1,3620.0,1890.0,0.0
L0008289,O003964,P0216,1,1410.0,790.0,0.1
L0008290,O003964,P0226,2,660.0,480.0,0.1
L0008291,O003965,P0197,1,790.0,520.0,0.3
L0008292,O003966,P0113,2,2250.0,1520.0,0.1
L0008293,O003967,P0125,1,8820.0,4670.0,0.15
L0008294,O003967,P0155,1,1630.0,1140.0,0.0
L0008295,O003968,P0192,1,5100.0,2820.0,0.1
L0008296,O003969,P0110,1,740.0,470.0,0.0
L0008297,O003969,P0183,1,21710.0,11070.0,0.0
L0008298,O003969,P0168,2,1620.0,1190.0,0.0
L0008299,O003969,P0093,1,8170.0,4790.0,0.05
L0008300,O003970,P0208,1,680.0,380.0,0.05
L0008301,O003970,P0131,1,8350.0,5410.0,0.15
L0008302,O003971,P0075,2,960.0,490.0,0.0
L0008303,O003971,P0016,3,13180.0,7470.0,0.1
L0008304,O003971,P0037,1,51720.0,28840.0,0.25
L0008305,O003972,P0026,1,10350.0,6600.0,0.1
L0008306,O003973,P0121,1,480.0,340.0,0.0
L0008307,O003973,P0060,1,820.0,430.0,0.0
L0008308,O003974,P0144,1,400.0,260.0,0.0
L0008309,O003974,P0155,1,1630.0,1140.0,0.15
L0008310,O003974,P0173,1,29440.0,22240.0,0.0
L0008311,O003974,P0078,1,640.0,450.0,0.1
L0008312,O003974,P0194,1,1160.0,680.0,0.3
L0008313,O003975,P0008,1,12840.0,9240.0,0.05
L0008314,O003975,P0240,1,5790.0,4180.0,0.0
L0008315,O003975,P0152,1,2450.0,1550.0,0.0
L0008316,O003976,P0208,1,680.0,380.0,0.3
L0008317,O003976,P0160,2,2370.0,1630.0,0.15
L0008318,O003976,P0237,1,3440.0,1730.0,0.0
L0008319,O003976,P0148,1,890.0,450.0,0.05
L0008320,O003976,P0106,2,2430.0,1200.0,0.0
L0008321,O003977,P0032,2,20120.0,15230.0,0.0
L0008322,O003978,P0049,1,710.0,410.0,0.1
L0008323,O003978,P0217,1,2370.0,1200.0,0.0
L0008324,O003979,P0193,1,11050.0,7780.0,0.05
L0008325,O003979,P0079,1,3020.0,2060.0,0.1
L0008326,O003979,P0071,1,11080.0,8180.0,0.0
L0008327,O003980,P0194,2,1160.0,680.0,0.0
L0008328,O003980,P0234,1,280.0,210.0,0.0
L0008329,O003981,P0150,1,560.0,390.0,0.0
L0008330,O003982,P0231,1,5790.0,3440.0,0.15
L0008331,O003983,P0163,1,6660.0,3660.0,0.0
L0008332,O003984,P0029,1,22780.0,11070.0,0.0
L0008333,O003984,P0136,1,2010.0,1400.0,0.0
L0008334,O003984,P0001,1,1340.0,740.0,0.0
L0008335,O003984,P0112,1,7050.0,4150.0,0.3
L0008336,O003984,P0004,1,2660.0,1690.0,0.0
L0008337,O003985,P0183,2,21710.0,11070.0,0.05
L0008338,O003986,P0185,1,12880.0,8350.0,0.0
L0008339,O003986,P0118,1,5520.0,2770.0,0.0
L0008340,O003987,P0239,1,570.0,420.0,0.2
L0008341,O003987,P0163,2,6660.0,3660.0,0.1
L0008342,O003987,P0043,1,1000.0,550.0,0.1
L0008343,O003988,P0159,2,4960.0,3700.0,0.0
L0008344,O003988,P0121,1,480.0,340.0,0.0
L0008345,O003988,P0240,2,5790.0,4180.0,0.05
L0008346,O003989,P0015,1,69330.0,49060.0,0.0
L0008347,O003990,P0239,1,570.0,420.0,0.0
L0008348,O003991,P0135,1,5580.0,4050.0,0.2
L0008349,O003992,P0174,1,900.0,630.0,0.25
L0008350,O003992,P0022,1,10540.0,5560.0,0.1
L0008351,O003993,P0016,3,13180.0,7470.0,0.25
L0008352,O003994,P0177,1,2220.0,1360.0,0.0
L0008353,O003995,P0185,3,12880.0,8350.0,0.3
L0008354,O003995,P0227,1,12420.0,9180.0,0.15
L0008355,O003995,P0150,1,560.0,390.0,0.2
L0008356,O003995,P0007,2,17630.0,12980.0,0.25
L0008357,O003995,P0014,1,113630.0,55050.0,0.25
L0008358,O003996,P0140,1,5610.0,4200.0,0.25
L0008359,O003997,P0133,2,6110.0,3980.0,0.15
L0008360,O003998,P0099,1,15010.0,11350.0,0.0
L0008361,O003998,P0220,1,470.0,340.0,0.15
L0008362,O003999,P0208,1,680.0,380.0,0.1
L0008363,O003999,P0072,1,10350.0,7730.0,0.0
L0008364,O004000,P0187,1,22240.0,12390.0,0.15
L0008365,O004001,P0008,1,12840.0,9240.0,0.0
L0008366,O004002,P0239,2,570.0,420.0,0.0
L0008367,O004003,P0227,1,12420.0,9180.0,0.0
L0008368,O004003,P0052,1,17380.0,9850.0,0.0
L0008369,O004004,P0140,1,5610.0,4200.0,0.2
L0008370,O004004,P0174,1,900.0,630.0,0.0
L0008371,O004004,P0180,2,8840.0,4720.0,0.0
L0008372,O004004,P0212,1,340.0,200.0,0.15
L0008373,O004005,P0200,1,11250.0,6080.0,0.05
L0008374,O004005,P0127,1,420.0,240.0,0.3
L0008375,O004006,P0081,1,7410.0,4090.0,0.3
L0008376,O004007,P0076,3,7240.0,4550.0,0.0
L0008377,O004007,P0129,3,2250.0,1280.0,0.05
L0008378,O004008,P0121,1,480.0,340.0,0.0
L0008379,O004009,P0048,1,910.0,650.0,0.2
L0008380,O004010,P0007,1,17630.0,12980.0,0.25
L0008381,O004011,P0159,1,4960.0,3700.0,0.05
L0008382,O004011,P0210,1,1900.0,950.0,0.0
L0008383,O004011,P0186,1,19140.0,10540.0,0.0
L0008384,O004011,P0019,1,53690.0,30970.0,0.0
L0008385,O004012,P0180,2,8840.0,4720.0,0.1
L0008386,O004012,P0129,1,2250.0,1280.0,0.0
L0008387,O004012,P0184,1,2930.0,1650.0,0.0
L0008388,O004013,P0007,2,17630.0,12980.0,0.05
L0008389,O004013,P0216,1,1410.0,790.0,0.0
L0008390,O004013,P0184,1,2930.0,1650.0,0.0
L0008391,O004013,P0041,1,11910.0,8880.0,0.15
L0008392,O004014,P0222,2,10760.0,6200.0,0.05
L0008393,O004014,P0014,1,113630.0,55050.0,0.0
L0008394,O004014,P0007,1,17630.0,12980.0,0.1
L0008395,O004014,P0079,1,3020.0,2060.0,0.0
L0008396,O004015,P0045,2,4930.0,2720.0,0.3
L0008397,O004015,P0159,3,4960.0,3700.0,0.15
L0008398,O004015,P0121,1,480.0,340.0,0.0
L0008399,O004016,P0063,1,5720.0,3930.0,0.1
L0008400,O004016,P0208,3,680.0,380.0,0.2
L0008401,O004016,P0021,1,23430.0,15550.0,0.15
L0008402,O004017,P0240,1,5790.0,4180.0,0.0
L0008403,O004017,P0114,1,1460.0,960.0,0.2
L0008404,O004018,P0015,2,69330.0,49060.0,0.0
L0008405,O004018,P0199,1,3120.0,2320.0,0.1
L0008406,O004019,P0208,1,680.0,380.0,0.0
L0008407,O004020,P0055,4,3760.0,2680.0,0.0
L0008408,O004021,P0237,1,3440.0,1730.0,0.15
L0008409,O004022,P0239,1,570.0,420.0,0.0
L0008410,O004022,P0041,2,11910.0,8880.0,0.0
L0008411,O004023,P0054,2,550.0,320.0,0.15
L0008412,O004024,P0143,1,4380.0,2400.0,0.0
L0008413,O004025,P0016,1,13180.0,7470.0,0.0
L0008414,O004026,P0240,2,5790.0,4180.0,0.3
L0008415,O004026,P0037,2,51720.0,28840.0,0.0
L0008416,O004027,P0159,1,4960.0,3700.0,0.0
L0008417,O004027,P0183,1,21710.0,11070.0,0.05
L0008418,O004027,P0155,1,1630.0,1140.0,0.25
L0008419,O004028,P0025,1,2150.0,1030.0,0.15
L0008420,O004028,P0192,1,5100.0,2820.0,0.25
L0008421,O004029,P0054,1,550.0,320.0,0.0
L0008422,O004029,P0043,1,1000.0,550.0,0.0
L0008423,O004030,P0070,1,7890.0,3980.0,0.0
L0008424,O004030,P0193,4,11050.0,7780.0,0.0
L0008425,O004030,P0213,2,760.0,580.0,0.2
L0008426,O004031,P0210,1,1900.0,950.0,0.0
L0008427,O004031,P0143,1,4380.0,2400.0,0.0
L0008428,O004032,P0136,1,2010.0,1400.0,0.0
L0008429,O004033,P0140,1,5610.0,4200.0,0.1
L0008430,O004034,P0239,1,570.0,420.0,0.0
L0008431,O004034,P0079,3,3020.0,2060.0,0.05
L0008432,O004035,P0166,1,630.0,370.0,0.05
L0008433,O004035,P0149,1,1260.0,610.0,0.3
L0008434,O004035,P0005,1,11870.0,6740.0,0.0
L0008435,O004036,P0076,1,7240.0,4550.0,0.0
L0008436,O004037,P0178,2,860.0,630.0,0.0
L0008437,O004038,P0065,1,1460.0,990.0,0.25
L0008438,O004039,P0075,1,960.0,490.0,0.0
L0008439,O004039,P0039,1,122100.0,72680.0,0.15
L0008440,O004040,P0174,1,900.0,630.0,0.05
L0008441,O004040,P0152,1,2450.0,1550.0,0.15
L0008442,O004041,P0152,1,2450.0,1550.0,0.0
L0008443,O004042,P0162,1,760.0,410.0,0.0
L0008444,O004042,P0193,1,11050.0,7780.0,0.05
L0008445,O004043,P0208,2,680.0,380.0,0.0
L0008446,O004043,P0074,1,6530.0,3220.0,0.2
L0008447,O004043,P0193,1,11050.0,7780.0,0.0
L0008448,O004044,P0074,2,6530.0,3220.0,0.0
L0008449,O004044,P0212,1,340.0,200.0,0.0
L0008450,O004044,P0159,3,4960.0,3700.0,0.05
L0008451,O004044,P0029,3,22780.0,11070.0,0.1
L0008452,O004045,P0204,1,13130.0,8090.0,0.0
L0008453,O004046,P0016,3,13180.0,7470.0,0.0
L0008454,O004046,P0061,1,2140.0,1570.0,0.0
L0008455,O004047,P0043,1,1000.0,550.0,0.0
L0008456,O004047,P0205,1,210.0,120.0,0.0
L0008457,O004047,P0051,1,3620.0,1890.0,0.0
L0008458,O004047,P0240,2,5790.0,4180.0,0.2
L0008459,O004048,P0022,1,10540.0,5560.0,0.1
L0008460,O004049,P0033,1,2970.0,1880.0,0.15
L0008461,O004050,P0016,1,13180.0,7470.0,0.3
L0008462,O004051,P0234,1,280.0,210.0,0.05
L0008463,O004052,P0019,1,53690.0,30970.0,0.0
L0008464,O004052,P0079,1,3020.0,2060.0,0.2
L0008465,O004052,P0197,3,790.0,520.0,0.0
L0008466,O004052,P0181,1,24930.0,15700.0,0.0
L0008467,O004053,P0104,1,970.0,670.0,0.0
L0008468,O004053,P0114,1,1460.0,960.0,0.0
L0008469,O004054,P0191,1,9720.0,5580.0,0.0
L0008470,O004054,P0023,1,1790.0,1260.0,0.0
L0008471,O004054,P0228,1,770.0,410.0,0.05
L0008472,O004054,P0237,1,3440.0,1730.0,0.15
L0008473,O004055,P0156,1,9270.0,6380.0,0.0
L0008474,O004055,P0129,1,2250.0,1280.0,0.0
L0008475,O004055,P0024,1,28320.0,21230.0,0.0
L0008476,O004055,P0162,1,760.0,410.0,0.05
L0008477,O004056,P0030,1,11980.0,7270.0,0.2
L0008478,O004056,P0204,1,13130.0,8090.0,0.0
L0008479,O004057,P0174,1,900.0,630.0,0.0
L0008480,O004058,P0094,1,1570.0,920.0,0.15
L0008481,O004058,P0227,1,12420.0,9180.0,0.1
L0008482,O004058,P0106,1,2430.0,1200.0,0.2
L0008483,O004059,P0009,1,5920.0,3560.0,0.15
L0008484,O004059,P0037,1,51720.0,28840.0,0.0
L0008485,O004060,P0208,4,680.0,380.0,0.0
L0008486,O004060,P0143,3,4380.0,2400.0,0.0
L0008487,O004061,P0208,1,680.0,380.0,0.0
L0008488,O004062,P0164,2,8790.0,6610.0,0.1
L0008489,O004063,P0207,1,1500.0,1140.0,0.2
L0008490,O004063,P0051,2,3620.0,1890.0,0.0
L0008491,O004063,P0216,1,1410.0,790.0,0.3
L0008492,O004064,P0033,4,2970.0,1880.0,0.0
L0008493,O004064,P0169,1,32480.0,18760.0,0.1
L0008494,O004065,P0076,1,7240.0,4550.0,0.05
L0008495,O004065,P0052,1,17380.0,9850.0,0.3
L0008496,O004066,P0164,1,8790.0,6610.0,0.25
L0008497,O004066,P0077,1,860.0,550.0,0.2
L0008498,O004066,P0193,2,11050.0,7780.0,0.0
L0008499,O004066,P0080,1,3180.0,1920.0,0.25
L0008500,O004067,P0110,1,740.0,470.0,0.15
L0008501,O004067,P0162,1,760.0,410.0,0.0
L0008502,O004068,P0014,2,113630.0,55050.0,0.1
L0008503,O004068,P0041,1,11910.0,8880.0,0.05
L0008504,O004068,P0240,1,5790.0,4180.0,0.2
L0008505,O004069,P0033,1,2970.0,1880.0,0.0
L0008506,O004069,P0230,1,560.0,340.0,0.1
L0008507,O004069,P0129,1,2250.0,1280.0,0.05
L0008508,O004070,P0060,1,820.0,430.0,0.0
L0008509,O004070,P0196,2,2140.0,1370.0,0.3
L0008510,O004071,P0016,1,13180.0,7470.0,0.0
L0008511,O004072,P0240,1,5790.0,4180.0,0.0
L0008512,O004072,P0016,2,13180.0,7470.0,0.0
L0008513,O004072,P0038,1,35580.0,21900.0,0.1
L0008514,O004072,P0159,1,4960.0,3700.0,0.0
L0008515,O004073,P0149,1,1260.0,610.0,0.0
L0008516,O004074,P0150,1,560.0,390.0,0.25
L0008517,O004075,P0012,1,5070.0,2940.0,0.0
L0008518,O004075,P0003,1,18440.0,13820.0,0.0
L0008519,O004076,P0086,1,2470.0,1270.0,0.0
L0008520,O004076,P0116,1,3770.0,2520.0,0.2
L0008521,O004077,P0216,1,1410.0,790.0,0.0
L0008522,O004077,P0121,1,480.0,340.0,0.0
L0008523,O004078,P0190,2,13350.0,10040.0,0.0
L0008524,O004079,P0123,1,1930.0,1080.0,0.0
L0008525,O004080,P0204,1,13130.0,8090.0,0.0
L0008526,O004080,P0024,1,28320.0,21230.0,0.05
L0008527,O004081,P0227,1,12420.0,9180.0,0.0
L0008528,O004081,P0034,1,132240.0,78310.0,0.1
L0008529,O004082,P0124,1,2330.0,1530.0,0.0
L0008530,O004083,P0240,1,5790.0,4180.0,0.15
L0008531,O004083,P0092,1,10220.0,4930.0,0.0
L0008532,O004084,P0174,1,900.0,630.0,0.15
L0008533,O004084,P0235,1,1050.0,720.0,0.05
L0008534,O004085,P0028,1,11340.0,8270.0,0.15
L0008535,O004085,P0239,1,570.0,420.0,0.15
L0008536,O004085,P0212,2,340.0,200.0,0.15
L0008537,O004086,P0015,1,69330.0,49060.0,0.0
L0008538,O004086,P0234,1,280.0,210.0,0.2
L0008539,O004086,P0208,3,680.0,380.0,0.15
L0008540,O004087,P0051,2,3620.0,1890.0,0.05
L0008541,O004087,P0236,1,3320.0,2190.0,0.0
L0008542,O004087,P0089,3,1790.0,1310.0,0.0
L0008543,O004087,P0043,1,1000.0,550.0,0.2
L0008544,O004088,P0159,1,4960.0,3700.0,0.3
L0008545,O004088,P0026,1,10350.0,6600.0,0.1
L0008546,O004088,P0084,1,1760.0,1230.0,0.25
L0008547,O004089,P0125,2,8820.0,4670.0,0.05
L0008548,O004089,P0175,3,22520.0,15700.0,0.1
L0008549,O004090,P0190,1,13350.0,10040.0,0.1
L0008550,O004091,P0230,1,560.0,340.0,0.2
L0008551,O004091,P0076,2,7240.0,4550.0,0.0
L0008552,O004092,P0015,1,69330.0,49060.0,0.1
L0008553,O004092,P0169,1,32480.0,18760.0,0.1
L0008554,O004092,P0112,2,7050.0,4150.0,0.0
L0008555,O004093,P0079,1,3020.0,2060.0,0.0
L0008556,O004093,P0119,2,750.0,370.0,0.15
L0008557,O004094,P0155,2,1630.0,1140.0,0.0
L0008558,O004094,P0046,1,3460.0,2520.0,0.05
L0008559,O004094,P0029,1,22780.0,11070.0,0.0
L0008560,O004094,P0082,2,1100.0,570.0,0.0
L0008561,O004094,P0060,1,820.0,430.0,0.1
L0008562,O004095,P0009,1,5920.0,3560.0,0.15
L0008563,O004095,P0137,1,2630.0,1960.0,0.1
L0008564,O004095,P0166,3,630.0,370.0,0.2
L0008565,O004096,P0098,1,2480.0,1800.0,0.25
L0008566,O004097,P0161,1,19490.0,14550.0,0.15
L0008567,O004097,P0095,3,14000.0,8420.0,0.0
L0008568,O004098,P0016,1,13180.0,7470.0,0.1
L0008569,O004098,P0167,1,9220.0,5370.0,0.0
L0008570,O004098,P0080,1,3180.0,1920.0,0.0
L0008571,O004099,P0225,1,1960.0,1460.0,0.0
L0008572,O004099,P0043,1,1000.0,550.0,0.0
L0008573,O004099,P0135,1,5580.0,4050.0,0.2
L0008574,O004099,P0048,1,910.0,650.0,0.0
L0008575,O004099,P0090,3,17170.0,11580.0,0.0
L0008576,O004100,P0081,1,7410.0,4090.0,0.0
L0008577,O004101,P0166,2,630.0,370.0,0.05
L0008578,O004102,P0192,1,5100.0,2820.0,0.05
L0008579,O004102,P0068,1,5750.0,2840.0,0.25
L0008580,O004102,P0149,1,1260.0,610.0,0.0
L0008581,O004103,P0079,3,3020.0,2060.0,0.0
L0008582,O004104,P0085,1,970.0,550.0,0.0
L0008583,O004104,P0136,1,2010.0,1400.0,0.0
L0008584,O004105,P0188,1,32140.0,23880.0,0.0
L0008585,O004106,P0079,1,3020.0,2060.0,0.25
L0008586,O004106,P0026,1,10350.0,6600.0,0.3
L0008587,O004106,P0072,1,10350.0,7730.0,0.15
L0008588,O004106,P0090,1,17170.0,11580.0,0.2
L0008589,O004107,P0226,1,660.0,480.0,0.25
L0008590,O004108,P0231,1,5790.0,3440.0,0.1
L0008591,O004108,P0215,1,11710.0,5840.0,0.2
L0008592,O004108,P0239,2,570.0,420.0,0.0
L0008593,O004109,P0040,3,6290.0,4370.0,0.0
L0008594,O004110,P0057,1,2210.0,1380.0,0.15
L0008595,O004110,P0040,1,6290.0,4370.0,0.25
L0008596,O004111,P0015,2,69330.0,49060.0,0.0
L0008597,O004112,P0158,1,3300.0,2030.0,0.25
L0008598,O004112,P0085,1,970.0,550.0,0.0
L0008599,O004112,P0231,1,5790.0,3440.0,0.1
L0008600,O004112,P0079,2,3020.0,2060.0,0.1
L0008601,O004112,P0062,2,3370.0,1820.0,0.1
L0008602,O004113,P0163,1,6660.0,3660.0,0.15
L0008603,O004114,P0003,2,18440.0,13820.0,0.2
L0008604,O004115,P0209,2,690.0,420.0,0.0
L0008605,O004116,P0149,1,1260.0,610.0,0.25
L0008606,O004116,P0168,2,1620.0,1190.0,0.0
L0008607,O004116,P0186,1,19140.0,10540.0,0.0
L0008608,O004117,P0217,1,2370.0,2160.0,0.15
L0008609,O004117,P0027,4,1550.0,1080.0,0.0
L0008610,O004118,P0027,1,1550.0,1080.0,0.0
L0008611,O004118,P0043,2,1000.0,550.0,0.3
L0008612,O004118,P0213,1,760.0,580.0,0.0
L0008613,O004119,P0230,1,560.0,340.0,0.2
L0008614,O004120,P0125,1,8820.0,4670.0,0.2
L0008615,O004121,P0159,1,4960.0,3700.0,0.0
L0008616,O004121,P0027,1,1550.0,1080.0,0.1
L0008617,O004122,P0228,2,770.0,410.0,0.25
L0008618,O004122,P0028,1,11340.0,8270.0,0.0
L0008619,O004122,P0114,2,1460.0,960.0,0.05
L0008620,O004122,P0218,1,1080.0,740.0,0.0
L0008621,O004123,P0156,1,9270.0,6380.0,0.1
L0008622,O004124,P0076,1,7240.0,4550.0,0.0
L0008623,O004125,P0061,2,2140.0,1570.0,0.0
L0008624,O004125,P0222,1,10760.0,6200.0,0.0
L0008625,O004125,P0039,1,122100.0,72680.0,0.0
L0008626,O004125,P0235,1,1050.0,720.0,0.05
L0008627,O004126,P0114,1,1460.0,960.0,0.1
L0008628,O004127,P0061,1,2140.0,1570.0,0.1
L0008629,O004127,P0222,1,10760.0,6200.0,0.0
L0008630,O004128,P0185,2,12880.0,8350.0,0.0
L0008631,O004128,P0237,4,3440.0,1730.0,0.15
L0008632,O004129,P0157,1,4610.0,2460.0,0.1
L0008633,O004130,P0083,1,14230.0,8460.0,0.1
L0008634,O004130,P0064,1,1420.0,950.0,0.0
L0008635,O004130,P0181,1,24930.0,15700.0,0.0
L0008636,O004131,P0032,1,20120.0,15230.0,0.15
L0008637,O004131,P0052,1,17380.0,9850.0,0.15
L0008638,O004131,P0079,2,3020.0,2060.0,0.1
L0008639,O004132,P0216,2,1410.0,790.0,0.25
L0008640,O004132,P0086,1,2470.0,1270.0,0.0
L0008641,O004132,P0088,2,810.0,480.0,0.0
L0008642,O004133,P0227,1,12420.0,9180.0,0.15
L0008643,O004133,P0038,1,35580.0,21900.0,0.0
L0008644,O004133,P0043,1,1000.0,550.0,0.3
L0008645,O004134,P0133,1,6110.0,3980.0,0.0
L0008646,O004134,P0185,2,12880.0,8350.0,0.0
L0008647,O004135,P0090,1,17170.0,11580.0,0.0
L0008648,O004136,P0215,1,11710.0,5840.0,0.1
L0008649,O004136,P0106,1,2430.0,1200.0,0.05
