Customer_ID,Customer_Segment,City,Signup_Date,Acquisition_Channel
C01793,Home Office,Faisalabad,2024-04-01,Affiliate
C01794,Consumer,Islamabad,2025-08-20,Paid Search
C01795,Consumer,Islamabad,2025-09-25,Email
C01796,Consumer,Lahore,2023-07-06,Organic Search
C01797,Small Business,Lahore,2024-02-28,Affiliate
C01798,Home Office,Rawalpindi,2025-12-04,Organic Search
C01799,Consumer,Rawalpindi,2024-11-26,Paid Search
C01800,Small Business,Faisalabad,2022-12-23,Affiliate
C01801,Consumer,Islamabad,2022-07-27,Social Media
C01802,Consumer,Peshawar,2025-10-25,Paid Search
C01803,Consumer,Lahore,2024-09-26,Paid Search
C01804,Consumer,Karachi,2023-08-19,Paid Search
C01805,Home Office,Lahore,2024-06-15,Affiliate
C01806,Consumer,Karachi,2023-07-29,Email
C01807,Consumer,Lahore,2022-08-19,Affiliate
C01808,Home Office,Islamabad,2023-11-29,Paid Search
C01809,Consumer,Karachi,2022-07-04,Email
C01810,Small Business,Gujranwala,2023-06-12,Paid Search
C01811,Home Office,Karachi,2025-01-08,Affiliate
C01812,Consumer,Lahore,2024-12-19,Social Media
C01813,Consumer,Faisalabad,2024-09-01,Social Media
C01814,Consumer,Karachi,2025-03-04,Organic Search
C01815,Consumer,Rawalpindi,2023-01-29,Social Media
C01816,Consumer,Islamabad,2023-01-16,Email
C01817,Home Office,Gujranwala,2023-09-09,Paid Search
C01818,Small Business,Rawalpindi,2022-09-07,Affiliate
C01819,Consumer,Rawalpindi,2023-10-29,Email
C01820,Consumer,Islamabad,2022-10-25,Referral
C01821,Consumer,Islamabad,2025-07-07,Organic Search
C01822,Consumer,Gujranwala,2023-07-09,Social Media
C01823,Small Business,Peshawar,2022-11-10,Organic Search
C01824,Consumer,Karachi,2022-10-18,Affiliate
C01825,Consumer,Multan,2024-03-27,Paid Search
C01826,Home Office,Gujranwala,2022-10-06,Organic Search
C01827,Consumer,Multan,2024-04-02,Referral
C01828,Small Business,Karachi,2025-07-31,Social Media
C01829,Small Business,Karachi,2023-12-02,Social Media
C01830,Consumer,Faisalabad,2025-09-28,Affiliate
C01831,Home Office,Faisalabad,2022-08-27,Social Media
C01832,Home Office,Multan,2022-10-02,Paid Search
C01833,Home Office,Karachi,2024-05-03,Email
C01834,Consumer,Lahore,2024-08-11,Email
C01835,Consumer,,2025-01-18,Organic Search
C01836,Consumer,Islamabad,2024-03-02,Paid Search
C01837,Home Office,Islamabad,2024-03-23,Paid Search
C01838,Home Office,Lahore,2025-10-23,Referral
C01839,Consumer,Karachi,2025-05-04,Paid Search
C01840,Consumer,Lahore,2024-04-13,Affiliate
C01841,Consumer,Karachi,2025-04-30,Affiliate
C01842,Home Office,Karachi,2022-07-19,Paid Search
C01843,Consumer,Lahore,2025-01-14,Referral
C01844,Small Business,Multan,2022-08-15,Paid Search
C01845,Consumer,Karachi,2023-02-23,Paid Search
C01846,Small Business,Lahore,2023-08-27,Social Media
C01847,Small Business,Karachi,2023-07-23,Paid Search
C01848,Home Office,Islamabad,2022-06-27,Social Media
C01849,Small Business,Lahore,2022-10-04,Social Media
C01850,Small Business,Karachi,2024-12-27,Organic Search
C01851,Small Business,Gujranwala,2025-10-03,Organic Search
C01852,Small Business,Faisalabad,2025-12-19,Paid Search
C01853,Consumer,Karachi,2022-06-07,Paid Search
C01854,Small Business,Gujranwala,2023-09-15,Social Media
C01855,Home Office,Karachi,2025-06-09,Referral
C01856,Consumer,Rawalpindi,2022-11-11,Social Media
C01857,Consumer,Rawalpindi,2025-03-08,Paid Search
C01858,Consumer,Karachi,2025-06-27,Organic Search
C01859,Small Business,Karachi,2022-08-14,Social Media
C01860,Consumer,Islamabad,2022-12-01,Paid Search
C01861,Consumer,Karachi,2024-09-23,Social Media
C01862,Consumer,Islamabad,2025-03-24,Email
C01863,Home Office,Karachi,2024-09-27,Paid Search
C01864,Consumer,Rawalpindi,2024-06-04,Social Media
C01865,Consumer,Faisalabad,2024-01-27,Paid Search
C01866,Small Business,Gujranwala,2025-08-15,Organic Search
C01867,Consumer,Lahore,2025-06-30,Referral
C01868,Consumer,Peshawar,2024-07-10,Organic Search
C01869,Consumer,Faisalabad,2025-08-10,Social Media
C01870,Consumer,Rawalpindi,2022-09-10,Referral
C01871,Consumer,Gujranwala,2025-10-17,Paid Search
C01872,Consumer,Islamabad,2024-07-31,Affiliate
C01873,Consumer,Faisalabad,2023-08-01,Paid Search
C01874,Small Business,Karachi,2025-07-10,Paid Search
C01875,Consumer,Karachi,2024-08-14,Email
C01876,Home Office,Rawalpindi,2023-09-12,Organic Search
C01877,Consumer,Faisalabad,2023-04-04,Organic Search
C01878,Consumer,Gujranwala,2025-01-06,Social Media
C01879,Small Business,Lahore,2023-03-03,Paid Search
C01880,Consumer,Rawalpindi,2023-09-01,Social Media
C01881,Consumer,Faisalabad,2024-11-01,Social Media
C01882,Consumer,Rawalpindi,2022-07-13,Social Media
C01883,Small Business,Islamabad,2025-05-02,Paid Search
C01884,Small Business,Rawalpindi,2024-09-15,Social Media
C01885,Consumer,Karachi,2024-02-10,Affiliate
C01886,Small Business,Islamabad,2023-02-10,Affiliate
C01887,Home Office,Karachi,2023-09-14,Email
C01888,Consumer,Multan,2022-12-27,Social Media
C01889,Consumer,Rawalpindi,2024-11-05,Paid Search
C01890,Home Office,Lahore,2024-08-07,Paid Search
C01891,Consumer,Lahore,2024-01-06,Organic Search
C01892,Small Business,Lahore,2023-07-19,Paid Search
C01893,Home Office,Lahore,2023-10-10,Organic Search
C01894,Home Office,Rawalpindi,2024-09-10,Organic Search
C01895,Consumer,Multan,2022-09-05,Social Media
C01896,Home Office,Islamabad,2022-09-10,Referral
C01897,Consumer,Rawalpindi,2022-08-06,Organic Search
C01898,Consumer,Lahore,2023-07-30,Social Media
C01899,Consumer,Gujranwala,2025-03-16,Referral
C01900,Consumer,Lahore,2025-08-20,Referral
C01901,Consumer,Karachi,2023-05-13,Social Media
C01902,Consumer,Karachi,2025-04-25,Affiliate
C01903,Home Office,Lahore,2024-12-14,Paid Search
C01904,Small Business,Multan,2023-04-15,Email
C01905,Home Office,Faisalabad,2023-08-01,Organic Search
C01906,Consumer,Karachi,2025-11-08,Social Media
C01907,Consumer,Lahore,2023-06-04,Paid Search
C01908,Consumer,Karachi,2022-09-29,Paid Search
C01909,Consumer,Multan,2025-06-21,Social Media
C01910,Consumer,Karachi,2025-05-28,Affiliate
C01911,Small Business,Rawalpindi,2024-12-04,Email
C01912,Consumer,Peshawar,2024-03-06,Organic Search
C01913,Consumer,Lahore,2024-03-28,Referral
C01914,Home Office,Lahore,2022-06-21,Email
C01915,Consumer,Karachi,2025-03-09,Organic Search
C01916,Home Office,Islamabad,2024-08-15,Email
C01917,Consumer,Lahore,2023-12-26,Paid Search
C01918,Home Office,Rawalpindi,2024-02-08,Paid Search
C01919,Consumer,Rawalpindi,2024-08-22,Referral
C01920,Consumer,Islamabad,2024-07-12,Paid Search
C01921,Consumer,Islamabad,2025-06-23,Affiliate
C01922,Consumer,Rawalpindi,2023-02-12,Paid search 
C01923,Small Business,Faisalabad,2025-01-07,Affiliate
C01924,Home Office,Karachi,2023-03-27,Social Media
C01925,Consumer,Islamabad,2023-09-17,Affiliate
C01926,Consumer,Lahore,2023-01-07,Referral
C01927,Small Business,Faisalabad,2025-08-18,Email
C01928,Consumer,Multan,2024-06-15,Email
C01929,Consumer,Lahore,2023-05-21,Paid Search
C01930,Small Business,Islamabad,2025-05-10,Referral
C01931,Home Office,Gujranwala,2025-10-21,Paid Search
C01932,Home Office,Faisalabad,2022-08-18,Social Media
C01933,Small Business,Karachi,2025-12-08,Affiliate
C01934,Consumer,Karachi,2025-12-06,Organic Search
C01935,Consumer,Faisalabad,2024-08-10,Paid Search
C01936,Consumer,Rawalpindi,2025-11-13,Social Media
C01937,Home Office,Karachi,2023-01-04,Organic Search
C01938,Small Business,Multan,2025-06-05,Paid Search
C01939,Home Office,Rawalpindi,2025-08-03,Paid Search
C01940,Consumer,Lahore,2024-12-29,Email
C01941,Consumer,Karachi,2022-06-06,Referral
C01942,Consumer,Lahore,2022-07-07,Organic Search
C01943,Consumer,Faisalabad,2022-12-28,Email
C01944,Consumer,Lahore,2025-11-08,Paid Search
C01945,Consumer,Islamabad,2025-01-10,Social Media
C01946,Small Business,Multan,2024-02-05,Affiliate
C01947,Consumer,Multan,2024-06-11,Email
C01948,Consumer,Rawalpindi,2023-04-24,Referral
C01949,Small Business,Gujranwala,2023-10-10,Affiliate
C01950,Consumer,Islamabad,2022-09-23,Email
C01951,Consumer,Lahore,2023-10-24,Referral
C01952,Consumer,Lahore,2023-09-27,Organic Search
C01953,Consumer,Faisalabad,2023-07-20,Organic Search
C01954,Consumer,Lahore,2023-05-14,Email
C01955,Consumer,Multan,2022-07-17,Referral
C01956,Small Business,Faisalabad,2023-03-09,Social Media
C01957,Small Business,Rawalpindi,2023-10-18,Organic Search
C01958,Home Office,Lahore,2025-02-15,Referral
C01959,Home Office,Islamabad,2024-01-01,Social Media
C01960,Consumer,Peshawar,2025-11-02,Referral
C01961,Consumer,Karachi,2024-01-08,Organic Search
C01962,Consumer,Islamabad,2024-06-01,Referral
C01963,Consumer,Faisalabad,2023-02-28,Email
C01964,Consumer,Lahore,2022-08-23,Organic Search
C01965,Consumer,Rawalpindi,2023-07-15,Paid Search
C01966,Home Office,Rawalpindi,2024-03-01,Paid Search
C01967,Small Business,Rawalpindi,2023-12-31,Organic Search
C01968,Small Business,Multan,2025-01-23,Paid Search
C01969,Consumer,Karachi,2025-02-02,Referral
C01970,Home Office,Peshawar,2022-12-03,Paid Search
C01971,Consumer,Karachi,2024-01-31,Paid Search
C01972,Consumer,Karachi,2024-03-16,Paid Search
C01973,Consumer,Karachi,2025-10-13,Social Media
C01974,Consumer,Karachi,2025-12-09,Organic Search
C01975,Consumer,Karachi,2025-10-25,Social Media
C01976,Consumer,Karachi,2023-07-01,Email
C01977,Consumer,Peshawar,2023-06-13,Email
C01978,Consumer,Lahore,2022-09-11,Social Media
C01979,Home Office,Karachi,2022-10-05,Organic Search
C01980,Small Business,Lahore,2025-05-03,Organic Search
C01981,Consumer,Faisalabad,2025-04-04,Social Media
C01982,Consumer,Lahore,2023-01-01,Social Media
C01983,Home Office,Karachi,2025-03-24,Organic Search
C01984,Consumer,Lahore,2024-05-19,Organic Search
C01985,Home Office,Peshawar,2024-03-12,Organic Search
C01986,Consumer,Islamabad,2023-06-02,Organic Search
C01987,Home Office,Lahore,2023-06-02,Paid Search
C01988,Consumer,Karachi,2022-10-10,Organic Search
C01989,Home Office,Karachi,2022-11-02,Affiliate
C01990,Consumer,Karachi,2023-02-17,Organic Search
C01991,Consumer,Gujranwala,2025-02-10,Social Media
C01992,Home Office,Islamabad,2025-01-02,Social Media
C01993,Small Business,Karachi,2023-04-28,Paid Search
C01994,Consumer,Rawalpindi,2023-12-18,Email
C01995,Home Office,Lahore,2025-03-10,Social Media
C01996,Consumer,Faisalabad,2023-05-31,Paid Search
C01997,Small Business,Islamabad,2024-08-13,Affiliate
C01998,Consumer,Multan,2025-02-19,Paid Search
C01999,Consumer,Faisalabad,2023-07-12,Email
C02000,Consumer,Lahore,2023-08-22,Referral
C02001,Consumer,Faisalabad,2025-07-25,Referral
C02002,Home Office,Islamabad,2025-11-08,Email
C02003,Small Business,Multan,2024-11-25,Organic Search
C02004,Consumer,Islamabad,2022-12-04,Affiliate
C02005,Small Business,Faisalabad,2025-12-13,Referral
C02006,Consumer,Faisalabad,2024-09-13,Social Media
C02007,Consumer,Lahore,2024-04-03,Social Media
C02008,Consumer,Lahore,2024-08-04,Social Media
C02009,Home Office,Islamabad,2025-05-06,Paid Search
C02010,Home Office,Rawalpindi,2023-02-27,Paid Search
C02011,Consumer,Islamabad,2025-06-25,Social Media
C02012,Consumer,Rawalpindi,2022-09-05,Organic Search
C02013,Home Office,Karachi,2025-12-11,Paid Search
C02014,Small Business,Lahore,2023-06-25,Organic Search
C02015,Home Office,Lahore,2022-06-18,Social Media
C02016,Consumer,Rawalpindi,2025-03-31,Organic Search
C02017,Small Business,Peshawar,2024-11-26,Referral
C02018,Consumer,Lahore,2025-03-28,Organic Search
C02019,Home Office,Lahore,2023-11-26,Organic Search
C02020,Small Business,Gujranwala,2023-12-29,Referral
C02021,Small Business,Rawalpindi,2024-08-23,Referral
C02022,Small Business,Karachi,2023-01-20,Email
C02023,Small Business,Rawalpindi,2022-06-01,Organic Search
C02024,Consumer,Islamabad,2023-07-31,Referral
C02025,Consumer,Lahore,2025-12-12,Paid Search
C02026,Consumer,Karachi,2025-05-24,Social Media
C02027,Consumer,Multan,2024-09-26,Email
C02028,Consumer,Gujranwala,2023-06-05,Email
C02029,Consumer,Lahore,2024-02-18,Paid Search
C02030,Consumer,Islamabad,2022-06-30,Paid Search
C02031,Consumer,Karachi,2024-07-03,Referral
C02032,Small Business,Gujranwala,2025-10-11,Organic Search
C02033,Consumer,Faisalabad,2024-04-03,Organic Search
C02034,Consumer,Karachi,2024-12-11,Social Media
C02035,Consumer,Gujranwala,2025-07-12,Social Media
C02036,Home Office,Lahore,2023-09-21,Paid Search
C02037,Home Office,Multan,2023-04-08,Email
C02038,Consumer,Islamabad,2024-10-03,Email
C02039,Home Office,Peshawar,2024-05-05,Paid Search
C02040,Consumer,Islamabad,2025-03-25,Email
C02041,Consumer,Islamabad,2025-04-21,Organic Search
C02042,Home Office,Gujranwala,2024-05-08,Email
C02043,Consumer,Multan,2024-04-19,Referral
C02044,Home Office,Faisalabad,2025-04-15,Referral
C02045,Consumer,Islamabad,2025-10-06,Email
C02046,Consumer,Faisalabad,2025-04-02,Email
C02047,Home Office,Lahore,2023-08-17,Organic Search
C02048,Home Office,Islamabad,2025-06-21,Paid Search
C02049,Consumer,Karachi,2022-08-15,Referral
C02050,Home Office,Islamabad,2022-07-23,Affiliate
C02051,Small Business,Karachi,2022-08-01,Social Media
C02052,Small Business,Lahore,2025-03-02,Organic Search
C02053,Consumer,Islamabad,2023-09-09,Affiliate
C02054,Home Office,Gujranwala,2023-11-27,Organic Search
C02055,Consumer,Karachi,2024-04-06,Email
C02056,Consumer,Islamabad,2022-10-18,Organic Search
C02057,Home Office,Karachi,2025-04-10,Referral
C02058,Consumer,Rawalpindi,2024-02-17,Affiliate
C02059,Consumer,Islamabad,2024-07-06,Email
C02060,Home Office,Lahore,2024-08-14,Referral
C02061,Consumer,Gujranwala,2024-08-10,Affiliate
C02062,Home Office,Karachi,2024-05-03,Social Media
C02063,Consumer,Multan,2022-06-14,Email
C02064,Consumer,Karachi,2024-11-15,Referral
C02065,Home Office,Gujranwala,2023-07-11,Paid Search
C02066,Consumer,Karachi,2025-11-12,Paid Search
C02067,Consumer,Karachi,2025-07-07,Affiliate
C02068,Home Office,Gujranwala,2025-05-19,Organic Search
C02069,Home Office,Lahore,2023-12-20,Social Media
C02070,Home Office,Islamabad,2023-04-17,Organic Search
C02071,Consumer,Karachi,2025-02-26,Email
C02072,Consumer,,2023-03-04,Organic Search
C02073,Small Business,Islamabad,2024-02-21,Organic Search
C02074,Small Business,Karachi,2023-11-01,Paid Search
C02075,Home Office,Karachi,2025-10-28,Affiliate
C02076,Small Business,Faisalabad,2024-11-30,Referral
C02077,Consumer,Rawalpindi,2023-09-13,Paid Search
C02078,Consumer,Rawalpindi,2022-08-23,Organic Search
C02079,Home Office,Islamabad,2025-08-01,Social Media
C02080,Consumer,Multan,2025-12-15,Referral
C02081,Consumer,Karachi,2024-07-08,Affiliate
C02082,Small Business,Islamabad,2024-04-09,Paid Search
C02083,Consumer,Karachi,2022-09-23,Affiliate
C02084,Consumer,Karachi,2025-05-04,Social Media
C02085,Consumer,Karachi,2024-03-03,Social Media
C02086,Small Business,Karachi,2025-06-01,Organic Search
C02087,Home Office,Multan,2024-03-29,Paid Search
C02088,Home Office,Lahore,2023-04-30,Paid Search
C02089,Home Office,Rawalpindi,2024-12-02,Paid Search
C02090,Consumer,Multan,2023-12-21,Paid Search
C02091,Small Business,Lahore,2023-02-08,Paid Search
C02092,Consumer,Islamabad,2023-12-09,Organic Search
C02093,Consumer,Lahore,2022-10-08,Organic Search
C02094,Consumer,Multan,2023-01-17,Organic Search
C02095,Consumer,Karachi,2024-11-06,Paid Search
C02096,Home Office,Karachi,2023-02-25,Referral
C02097,Consumer,Multan,2025-04-21,Organic Search
C02098,Small Business,Karachi,2023-10-13,Email
C02099,Consumer,Rawalpindi,2023-12-08,Paid Search
C02100,Small Business,Islamabad,2023-09-12,Email
C02101,Small Business,Karachi,2023-05-17,Email
C02102,Consumer,Karachi,2024-08-17,Referral
C02103,Consumer,Karachi,2024-09-06,Social Media
C02104,Small Business,Rawalpindi,2023-12-08,Organic Search
C02105,Consumer,Lahore,2024-05-31,Paid Search
C02106,Home Office,Karachi,2022-06-14,Paid Search
C02107,Consumer,Multan,2025-02-13,Referral
C02108,Home Office,Lahore,2022-09-17,Affiliate
C02109,Small Business,Karachi,2024-06-26,Email
C02110,Consumer,Multan,2024-10-15,Affiliate
C02111,Home Office,Gujranwala,2023-10-10,Social Media
C02112,Consumer,Lahore,2024-04-17,Organic Search
C02113,Consumer,Gujranwala,2023-06-12,Social Media
C02114,Home Office,Gujranwala,2023-02-06,Email
C02115,Home Office,Islamabad,2025-07-07,Organic Search
C02116,Home Office,Karachi,2024-07-25,Organic Search
C02117,Consumer,Lahore,2022-11-06,Organic Search
C02118,Home Office,Karachi,2022-07-31,Paid Search
C02119,Small Business,Lahore,2023-01-09,Paid Search
C02120,Small Business,Faisalabad,2022-09-26,Organic Search
C02121,Consumer,Karachi,2022-09-27,Organic Search
C02122,Small Business,Karachi,2022-10-07,Paid Search
C02123,Consumer,Islamabad,2023-09-12,Social Media
C02124,Home Office,Lahore,2024-08-01,Email
C02125,Small Business,Karachi,2025-09-11,Paid search 
C02126,Consumer,Gujranwala,2024-01-06,Social Media
C02127,Small Business,Islamabad,2025-07-27,Organic Search
C02128,Home Office,Islamabad,2024-07-05,Referral
C02129,Consumer,Lahore,2025-12-19,Organic Search
C02130,Consumer,Karachi,2023-09-05,Referral
C02131,Consumer,Lahore,2023-10-01,Referral
C02132,Small Business,Karachi,2023-12-28,Organic Search
C02133,Consumer,Lahore,2023-04-12,Organic Search
C02134,Consumer,Lahore,2024-03-22,Paid Search
C02135,Home Office,Lahore,2025-09-09,Organic Search
C02136,Consumer,Rawalpindi,2024-04-08,Organic Search
C02137,Consumer,Islamabad,2022-12-07,Social Media
C02138,Small Business,Faisalabad,2024-09-27,Social Media
C02139,Small Business,Faisalabad,2022-09-17,Email
C02140,Consumer,Islamabad,2024-10-25,Paid Search
C02141,Consumer,Lahore,2023-06-10,Paid Search
C02142,Small Business,Lahore,2023-09-27,Referral
C02143,Home Office,Rawalpindi,2022-12-30,Organic Search
C02144,Consumer,Karachi,2024-03-15,Social Media
C02145,Consumer,Faisalabad,2024-07-16,Referral
C02146,Home Office,Lahore,2025-06-13,Social Media
C02147,Consumer,Karachi,2024-01-28,Social Media
C02148,Consumer,Karachi,2025-09-07,Affiliate
C02149,Consumer,Lahore,2025-05-25,Paid Search
C02150,Consumer,Rawalpindi,2024-04-06,Paid Search
C02151,Consumer,Islamabad,2024-09-27,Referral
C02152,Consumer,Lahore,2023-11-07,Affiliate
C02153,Small Business,Rawalpindi,2025-09-02,Organic Search
C02154,Consumer,Karachi,2024-06-03,Social Media
C02155,Consumer,Karachi,2025-06-04,Organic Search
C02156,Consumer,Karachi,2023-03-06,Affiliate
C02157,Consumer,Karachi,2024-02-29,Email
C02158,Consumer,Multan,2022-11-08,Organic Search
C02159,Consumer,Karachi,2025-06-06,Paid Search
C02160,Consumer,Islamabad,2025-07-12,Social Media
C02161,Consumer,Lahore,2023-06-12,Email
C02162,Consumer,Multan,2023-08-07,Organic Search
C02163,Consumer,Islamabad,2025-06-25,Affiliate
C02164,Small Business,Lahore,2024-01-17,Organic Search
C02165,Home Office,Lahore,2022-06-12,Email
C02166,Consumer,Karachi,2024-04-02,Paid Search
C02167,Consumer,Lahore,2024-11-16,Organic Search
C02168,Consumer,Gujranwala,2022-10-10,Paid Search
C02169,Consumer,Faisalabad,2024-04-07,Organic Search
C02170,Consumer,Lahore,2023-03-04,Affiliate
C02171,Consumer,Lahore,2022-10-21,Email
C02172,Small Business,Gujranwala,2023-09-28,Organic Search
C02173,Consumer,Lahore,2024-09-11,Organic Search
C02174,Consumer,Faisalabad,2024-09-18,Email
C02175,Consumer,Islamabad,2025-10-11,Paid Search
C02176,Consumer,Multan,2025-01-02,Affiliate
C02177,Home Office,Lahore,2022-08-03,Organic Search
C02178,Small Business,Lahore,2025-03-10,Social Media
C02179,Small Business,Karachi,2024-12-23,Social Media
C02180,Home Office,Rawalpindi,2022-08-15,Social Media
C02181,Small Business,Peshawar,2023-02-07,Social Media
C02182,Home Office,Rawalpindi,2024-09-29,Referral
C02183,Small Business,Faisalabad,2024-12-04,Paid Search
C02184,Small Business,Karachi,2022-08-14,Referral
C02185,Consumer,Gujranwala,2023-07-15,Social Media
C02186,Small Business,Rawalpindi,2025-07-02,Organic Search
C02187,Home Office,Gujranwala,2025-02-15,Email
C02188,Consumer,Islamabad,2024-07-30,Paid Search
C02189,Consumer,Peshawar,2025-04-01,Organic Search
C02190,Consumer,Rawalpindi,2024-02-12,Paid Search
C02191,Consumer,Peshawar,2023-08-10,Organic Search
C02192,Consumer,Islamabad,2025-05-14,Paid Search
C02193,Consumer,Lahore,2022-12-02,Organic Search
C02194,Home Office,Gujranwala,2025-04-05,Paid Search
C02195,Consumer,Lahore,2023-07-15,Email
C02196,Consumer,Karachi,2024-03-31,Social Media
C02197,Home Office,Islamabad,2022-07-02,Email
C02198,Consumer,Karachi,2025-06-26,Affiliate
C02199,Small Business,Gujranwala,2024-09-16,Paid Search
C02200,Small Business,Gujranwala,2024-01-23,Paid Search
C02201,Small Business,Gujranwala,2024-09-25,Organic Search
C02202,Consumer,Lahore,2023-03-24,Affiliate
C02203,Consumer,Gujranwala,2025-04-30,Organic Search
C02204,Small Business,Karachi,2025-10-13,Paid Search
C02205,Consumer,Rawalpindi,2025-10-29,Social Media
C02206,Consumer,Karachi,2023-06-16,Referral
C02207,Consumer,Gujranwala,2025-02-13,Referral
C02208,Consumer,Lahore,2024-11-16,Paid Search
C02209,Small Business,Faisalabad,2022-12-29,Organic Search
C02210,Consumer,Multan,2023-06-12,Organic Search
C02211,Consumer,Karachi,2023-09-27,Paid Search
C02212,Home Office,Rawalpindi,2023-03-18,Social Media
C02213,Consumer,Peshawar,2024-05-19,Paid Search
C02214,Home Office,Karachi,2025-11-11,Paid Search
C02215,Home Office,Faisalabad,2024-06-18,Referral
C02216,Consumer,Lahore,2024-11-17,Paid Search
C02217,Home Office,Gujranwala,2023-06-02,Affiliate
C02218,Consumer,Lahore,2022-06-13,Social Media
C02219,Consumer,Islamabad,2024-02-16,Paid Search
C02220,Home Office,Islamabad,2024-03-25,Organic Search
C02221,Home Office,Karachi,2024-12-15,Email
C02222,Consumer,Karachi,2024-12-05,Paid Search
C02223,Consumer,Peshawar,2022-07-29,Referral
C02224,Consumer,Lahore,2023-09-04,Organic Search
C02225,Consumer,Faisalabad,2022-10-02,Social Media
C02226,Small Business,Faisalabad,2022-08-24,Paid Search
C02227,Consumer,Multan,2024-10-11,Referral
C02228,Home Office,Lahore,2024-02-14,Referral
C02229,Small Business,Faisalabad,2025-07-11,Email
C02230,Consumer,Islamabad,2024-11-18,Organic Search
C02231,Consumer,Lahore,2023-02-07,Organic Search
C02232,Consumer,Islamabad,2023-05-01,Social Media
C02233,Consumer,Gujranwala,2022-10-04,Organic Search
C02234,Consumer,Islamabad,2024-06-26,Email
C02235,Consumer,Gujranwala,2023-08-24,Organic Search
C02236,Consumer,Multan,2024-07-30,Social Media
C02237,Consumer,Faisalabad,2024-03-11,Social Media
C02238,Consumer,Peshawar,2023-06-20,Organic Search
C02239,Consumer,Islamabad,2025-08-07,Referral
C02240,Consumer,Karachi,2023-08-22,Organic Search
C02241,Small Business,Peshawar,2024-01-31,Referral
C02242,Consumer,Multan,2023-01-23,Paid Search
C02243,Consumer,Karachi,2025-08-21,Paid Search
C02244,Home Office,Rawalpindi,2025-01-14,Social Media
C02245,Home Office,Karachi,2024-02-20,Paid Search
C02246,Consumer,Peshawar,2024-04-14,Email
C02247,Consumer,Islamabad,2025-06-04,Email
C02248,Small Business,Gujranwala,2023-08-06,Organic Search
C02249,Home Office,Rawalpindi,2023-11-16,Referral
C02250,Consumer,Gujranwala,2024-12-18,Email
C02251,Consumer,Gujranwala,2024-05-21,Email
C02252,Small Business,Multan,2025-05-29,Referral
C02253,Consumer,Karachi,2022-06-07,Organic Search
C02254,Consumer,Karachi,2022-11-23,Organic Search
C02255,Consumer,Peshawar,2023-11-02,Social Media
C02256,Home Office,Karachi,2024-03-03,Referral
C02257,Consumer,Lahore,2024-01-04,Social Media
C02258,Consumer,Lahore,2023-12-15,Referral
C02259,Consumer,Lahore,2025-11-17,Paid Search
C02260,Home Office,Karachi,2022-07-08,Social Media
C02261,Consumer,Rawalpindi,2025-05-02,Paid Search
C02262,Consumer,Lahore,2024-08-13,Paid Search
C02263,Home Office,Lahore,2024-04-08,Organic Search
C02264,Home Office,Karachi,2023-05-11,Paid Search
C02265,Small Business,Karachi,2022-10-21,Paid Search
C02266,Consumer,Islamabad,2023-01-05,Affiliate
C02267,Consumer,Peshawar,2025-05-02,Organic Search
C02268,Consumer,Rawalpindi,2024-09-30,Social Media
C02269,Small Business,Faisalabad,2024-03-13,Affiliate
C02270,Consumer,Karachi,2024-09-20,Organic Search
C02271,Consumer,Karachi,2025-06-05,Organic Search
C02272,Home Office,Faisalabad,2023-09-26,Organic Search
C02273,Consumer,Faisalabad,2025-11-22,Referral
C02274,Consumer,Faisalabad,2023-04-27,Affiliate
C02275,Consumer,Rawalpindi,2025-08-01,Paid Search
C02276,Consumer,Karachi,2022-07-06,Email
C02277,Consumer,Islamabad,2024-09-23,Organic Search
C02278,Consumer,Rawalpindi,2024-12-10,Organic Search
C02279,Home Office,Karachi,2024-12-04,Paid Search
C02280,Consumer,Islamabad,2022-12-27,Organic Search
C02281,Consumer,Lahore,2024-09-04,Affiliate
C02282,Consumer,Karachi,2025-10-04,Organic Search
C02283,Consumer,Faisalabad,2025-07-26,Referral
C02284,Consumer,Multan,2024-05-30,Organic Search
C02285,Consumer,Islamabad,2024-08-07,Social Media
C02286,Consumer,Islamabad,2025-03-06,Referral
C02287,Consumer,Peshawar,2025-08-30,Social Media
C02288,Consumer,,2025-10-19,Affiliate
C02289,Consumer,Karachi,2023-07-30,Affiliate
C02290,Consumer,Islamabad,2023-04-08,Email
C02291,Home Office,Rawalpindi,2022-11-08,Affiliate
C02292,Consumer,Islamabad,2025-11-11,Referral
C02293,Home Office,Multan,2022-06-17,Paid Search
C02294,Consumer,Lahore,2023-11-16,Email
C02295,Consumer,Lahore,2024-12-28,Social Media
C02296,Home Office,Lahore,2025-09-18,Social Media
C02297,Home Office,Peshawar,2023-03-22,Referral
C02298,Consumer,Lahore,2022-10-19,Social Media
C02299,Consumer,Islamabad,2023-12-15,Social Media
C02300,Home Office,Karachi,2023-03-23,Email
C02301,Small Business,Karachi,2022-07-29,Referral
C02302,Consumer,Lahore,2025-10-09,Email
C02303,Consumer,Islamabad,2025-02-19,Organic Search
C02304,Consumer,Lahore,2022-11-05,Affiliate
C02305,Consumer,Lahore,2023-01-28,Referral
C02306,Small Business,Karachi,2025-01-12,Social Media
C02307,Consumer,Islamabad,2022-08-23,Social Media
C02308,Consumer,Karachi,2023-05-07,Referral
C02309,Consumer,Lahore,2025-08-15,Organic Search
C02310,Consumer,Karachi,2025-03-14,Paid Search
